%# iteration evaluations sigma axisratio stddevratio sort(diag(D)) (square roots of eigenvalues of C) (randomSeed=1635872453668, Tue Nov 02 10:00:53 PDT 2021)

0 0 0.2 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
1 10 0.1774946251180441 1.0 1.0176363335020315 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
2 20 0.16219977881257078 1.0295447754274865 1.02216757509609 0.983634401209695 0.9836344012096953 0.9836344012096953 0.9836344012096954 0.9836344012096957 0.985782703311316 0.9872782127489854 0.9951479422419186 1.0117096561690375 1.0126956586961855 
3 30 0.14737810139298177 1.0469929778930978 1.0294691506305667 0.9675619433726891 0.9677713531933575 0.969874226627821 0.9713324787819719 0.9728189654988706 0.97572165496207 0.994742630201426 0.9978956164485842 1.0063822264615272 1.0130305603878045 
4 40 0.13119586526324784 1.0638869751830506 1.0429392217365 0.9521918519997288 0.9563281961912091 0.9566757345209485 0.9598587731790198 0.9764513234228078 0.9836868587428876 0.9866017150056858 0.9884080008596109 1.0033118619317705 1.0130245092179384 
7 70 0.10034718774576241 1.107513722955495 1.075930160105955 0.9151572482981611 0.9272514318523087 0.933799011943776 0.9369206195778523 0.955644714184551 0.9627098288158028 0.9709748849345673 0.9772039800370753 1.000121837556319 1.0135492111524027 
10 100 0.09470630373873866 1.1801585308473912 1.0740264023283508 0.8816139606368598 0.8965456658546637 0.9086139015485594 0.9206308213148239 0.9291832144105798 0.9315537410497295 0.9581808775955694 0.9655258245528081 1.023978129994828 1.0404442365597462 
14 140 0.06623509554782372 1.1897050567107643 1.0998028288133095 0.8561211664506312 0.8656642905549967 0.8762087449634425 0.8850246536070703 0.9011806701444911 0.9156147308590202 0.9266703126560891 0.9442683801827894 1.0124851775937296 1.018531680883434 
18 180 0.0498509817772757 1.2165138477039719 1.0966239118955958 0.823687922186126 0.8361013569210201 0.849466333087176 0.8577543063387445 0.8665376476418386 0.884467464507285 0.9016314408192013 0.9160384374279866 0.980752611820969 1.0020277635259338 
23 230 0.03840145818019041 1.2448098865131842 1.1358955146666818 0.7807532272955844 0.7930103685651818 0.8171512194359776 0.8245604685435962 0.8522722852822628 0.8610181178971371 0.8935621526421447 0.9092806657121669 0.960851747880624 0.9718893362646187 
